query_id	entity_id	entity_type
EL14_CMN_0068	NIL0049	
EL14_CMN_0069	NIL0050	
EL14_CMN_0070	NIL0051	
EL14_CMN_0071	NIL0052	
EL14_CMN_0072	E0570971	
EL14_CMN_0073	NIL0053	
EL14_CMN_0074	NIL0054	
EL14_CMN_0075	NIL0055	
EL14_CMN_0076	NIL0056	
EL14_CMN_0077	NIL0057	
EL14_CMN_0078	NIL0058	
EL14_CMN_0079	E0525166	
EL14_CMN_0080	E0469045	
EL14_CMN_0081	NIL0059	
EL14_CMN_0082	E0571856	
EL14_CMN_0083	NIL0060	
EL14_CMN_0084	E0487620	
EL14_CMN_0085	E0587840	
EL14_CMN_0086	NIL0061	
EL14_CMN_0087	NIL0062	
EL14_CMN_0088	NIL0063	
EL14_CMN_0089	NIL0064	
EL14_CMN_0090	E0171460	
EL14_CMN_0091	E0361097	
EL14_CMN_0092	NIL0065	
EL14_CMN_0093	E0265870	
EL14_CMN_0094	NIL0066	
EL14_CMN_0095	E0259846	
EL14_CMN_0096	NIL0067	
EL14_CMN_0097	NIL0068	
EL14_CMN_0098	NIL0069	
EL14_CMN_0099	NIL0070	
EL14_CMN_0100	E0571493	
EL14_CMN_0101	NIL0071	
EL14_CMN_0102	E0349508	
EL14_CMN_0103	NIL0072	
EL14_CMN_0104	NIL0073	
EL14_CMN_0105	E0487502	
EL14_CMN_0106	NIL0074	
EL14_CMN_0107	E0081133	
EL14_CMN_0108	NIL0075	
EL14_CMN_0109	NIL0076	
EL14_CMN_0110	NIL0077	
EL14_CMN_0111	E0253936	
EL14_CMN_0112	NIL0078	
EL14_CMN_0113	NIL0079	
EL14_CMN_0114	NIL0080	
EL14_CMN_0115	E0725535	
EL14_CMN_0116	E0505048	
EL14_CMN_0117	NIL0081	
EL14_CMN_0118	NIL0082	
EL14_CMN_0119	NIL0083	
EL14_CMN_0120	E0679734	
EL14_CMN_0121	NIL0084	
EL14_CMN_0122	NIL0085	
EL14_CMN_0123	NIL0086	
EL14_CMN_0124	NIL0087	
EL14_CMN_0125	E0229614	
EL14_CMN_0126	NIL0088	
EL14_CMN_0127	NIL0089	
EL14_CMN_0128	NIL0090	
EL14_CMN_0129	NIL0091	
EL14_CMN_0130	NIL0092	
EL14_CMN_0131	NIL0093	
EL14_CMN_0132	NIL0094	
EL14_CMN_0133	NIL0095	
EL14_CMN_0134	NIL0096	
EL14_CMN_0135	NIL0097	
EL14_CMN_0136	NIL0098	
EL14_CMN_0137	E0230939	
EL14_CMN_0138	NIL0099	
EL14_CMN_0139	NIL0100	
EL14_CMN_0140	E0595006	
EL14_CMN_0141	NIL0101	
EL14_CMN_0142	E0362914	
EL14_CMN_0143	E0601466	
EL14_CMN_0144	E0529290	
EL14_CMN_0145	NIL0102	
EL14_CMN_0146	NIL0103	
EL14_CMN_0147	E0146256	
EL14_CMN_0148	NIL0104	
EL14_CMN_0149	NIL0105	
EL14_CMN_0150	E0251057	
EL14_CMN_0151	NIL0106	
EL14_CMN_0152	E0358739	
EL14_CMN_0153	NIL0107	
EL14_CMN_0154	NIL0108	
EL14_CMN_0155	NIL0109	
EL14_CMN_0156	NIL0110	
EL14_CMN_0157	NIL0111	
EL14_CMN_0158	NIL0112	
EL14_CMN_0159	NIL0113	
EL14_CMN_0160	E0182077	
EL14_CMN_0161	NIL0114	
EL14_CMN_0162	NIL0115	
EL14_CMN_0163	NIL0116	
EL14_CMN_0164	NIL0117	
EL14_CMN_0165	NIL0118	
EL14_CMN_0166	NIL0119	
EL14_CMN_0167	E0034587	
EL14_CMN_0168	NIL0120	
EL14_CMN_0169	E0185864	
EL14_CMN_0170	E0312888	
EL14_CMN_0171	NIL0121	
EL14_CMN_0172	NIL0122	
EL14_CMN_0173	E0540691	
EL14_CMN_0174	NIL0123	
EL14_CMN_0175	NIL0124	
EL14_CMN_0176	NIL0125	
EL14_CMN_0177	NIL0126	
EL14_CMN_0178	NIL0127	
EL14_CMN_0179	E0172970	
EL14_CMN_0180	NIL0128	
EL14_CMN_0181	NIL0129	
EL14_CMN_0182	NIL0130	
EL14_CMN_0183	NIL0131	
EL14_CMN_0184	NIL0132	
EL14_CMN_0185	NIL0133	
EL14_CMN_0186	NIL0134	
EL14_CMN_0187	NIL0135	
EL14_CMN_0188	NIL0136	
EL14_CMN_0189	NIL0137	
EL14_CMN_0190	NIL0138	
EL14_CMN_0191	NIL0139	
EL14_CMN_0192	E0128070	
EL14_CMN_0193	NIL0140	
EL14_CMN_0194	NIL0141	
EL14_CMN_0195	NIL0142	
EL14_CMN_0196	NIL0143	
EL14_CMN_0197	NIL0144	
EL14_CMN_0198	NIL0145	
EL14_CMN_0199	NIL0146	
EL14_CMN_0200	NIL0147	
EL14_CMN_0203	NIL0148	
EL14_CMN_0201	NIL0149	
EL14_CMN_0202	E0668453	
EL14_CMN_0204	NIL0150	
EL14_CMN_0205	NIL0151	
EL14_CMN_0206	NIL0152	
EL14_CMN_0207	NIL0153	
EL14_CMN_0208	E0807713	
EL14_CMN_0209	NIL0154	
EL14_CMN_0210	NIL0155	
EL14_CMN_0211	NIL0156	
EL14_CMN_0212	NIL0157	
EL14_CMN_0213	NIL0158	
EL14_CMN_0214	NIL0159	
EL14_CMN_0215	NIL0160	
EL14_CMN_0216	NIL0161	
EL14_CMN_0217	NIL0162	
EL14_CMN_0218	NIL0163	
EL14_CMN_0219	E0803206	
EL14_CMN_0220	NIL0164	
EL14_CMN_0221	NIL0165	
EL14_CMN_0222	E0354952	
EL14_CMN_0223	NIL0166	
EL14_CMN_0224	NIL0167	
EL14_CMN_0225	NIL0168	
EL14_CMN_0226	E0288908	
EL14_CMN_0227	NIL0169	
EL14_CMN_0228	NIL0170	
EL14_CMN_0229	NIL0171	
EL14_CMN_0230	E0076817	
EL14_CMN_0231	E0527055	
EL14_CMN_0232	E0205605	
EL14_CMN_0233	E0352182	
EL14_CMN_0234	NIL0172	
EL14_CMN_0235	E0796011	
EL14_CMN_0236	NIL0173	
EL14_CMN_0237	NIL0174	
EL14_CMN_0238	NIL0175	
EL14_CMN_0239	NIL0176	
EL14_CMN_0240	NIL0177	
EL14_CMN_0241	NIL0178	
EL14_CMN_0242	NIL0179	
EL14_CMN_0243	E0487361	
EL14_CMN_0244	E0819391	
EL14_CMN_0245	NIL0180	
EL14_CMN_0246	NIL0181	
EL14_CMN_0247	NIL0182	
EL14_CMN_0248	NIL0183	
EL14_CMN_0249	NIL0184	
EL14_CMN_0250	NIL0185	
EL14_CMN_0251	NIL0186	
EL14_CMN_0252	NIL0187	
EL14_CMN_0253	E0621181	
EL14_CMN_0254	NIL0188	
EL14_CMN_0255	NIL0189	
EL14_CMN_0256	NIL0190	
EL14_CMN_0257	NIL0191	
EL14_CMN_0258	NIL0192	
EL14_CMN_0259	NIL0193	
EL14_CMN_0260	NIL0194	
EL14_CMN_0261	E0275101	
EL14_CMN_0262	NIL0195	
EL14_CMN_0263	NIL0196	
EL14_CMN_0264	E0042497	
EL14_CMN_0265	E0658319	
EL14_CMN_0266	NIL0197	
EL14_CMN_0267	NIL0198	
EL14_CMN_0268	NIL0199	
EL14_CMN_0269	E0643253	
EL14_CMN_0270	E0583169	
EL14_CMN_0271	NIL0200	
EL14_CMN_0272	E0546423	
EL14_CMN_0273	E0259846	
EL14_CMN_0274	NIL0201	
EL14_CMN_0275	E0431744	
EL14_CMN_0276	NIL0202	
EL14_CMN_0277	NIL0203	
EL14_CMN_0278	NIL0204	
EL14_CMN_0279	NIL0205	
EL14_CMN_0280	NIL0206	
EL14_CMN_0281	NIL0207	
EL14_CMN_0282	NIL0208	
EL14_CMN_0283	NIL0209	
EL14_CMN_0284	NIL0210	
EL14_CMN_0285	E0318992	
EL14_CMN_0286	E0484373	
EL14_CMN_0287	NIL0211	
EL14_CMN_0288	NIL0212	
EL14_CMN_0289	NIL0213	
EL14_CMN_0290	NIL0214	
EL14_CMN_0291	NIL0215	
EL14_CMN_0292	E0419385	
EL14_CMN_0293	E0776464	
EL14_CMN_0294	NIL0216	
EL14_CMN_0295	NIL0217	
EL14_CMN_0296	NIL0218	
EL14_CMN_0297	NIL0219	
EL14_CMN_0298	NIL0220	
EL14_CMN_0299	E0601466	
EL14_CMN_0300	NIL0221	
EL14_CMN_0301	E0073283	
EL14_CMN_0302	E0146789	
EL14_CMN_0303	NIL0222	
EL14_CMN_0304	NIL0223	
EL14_CMN_0305	NIL0224	
EL14_CMN_0306	NIL0225	
EL14_CMN_0307	E0212023	
EL14_CMN_0308	NIL0226	
EL14_CMN_0309	NIL0227	
EL14_CMN_0310	NIL0228	
EL14_CMN_0311	NIL0229	
EL14_CMN_0312	NIL0230	
EL14_CMN_0313	NIL0231	
EL14_CMN_0314	E0550909	
EL14_CMN_0315	E0747978	
EL14_CMN_0316	NIL0232	
EL14_CMN_0317	NIL0233	
EL14_CMN_0318	NIL0234	
EL14_CMN_0319	E0595117	
EL14_CMN_0320	E0669850	
EL14_CMN_0321	NIL0235	
EL14_CMN_0322	NIL0236	
EL14_CMN_0323	E0433287	
EL14_CMN_0324	NIL0237	
EL14_CMN_0325	E0073283	
EL14_CMN_0326	E0530774	
EL14_CMN_0327	NIL0238	
EL14_CMN_0328	NIL0239	
EL14_CMN_0329	NIL0240	
EL14_CMN_0330	NIL0241	
EL14_CMN_0331	NIL0242	
EL14_CMN_0332	NIL0243	
EL14_CMN_0333	NIL0244	
EL14_CMN_0334	NIL0245	
EL14_CMN_0335	NIL0246	
EL14_CMN_0336	NIL0247	
EL14_CMN_0337	E0034587	
EL14_CMN_0338	NIL0248	
EL14_CMN_0339	E0505048	
EL14_CMN_0340	NIL0249	
EL14_CMN_0341	NIL0250	
EL14_CMN_0342	E0113852	
EL14_CMN_0343	NIL0251	
EL14_CMN_0344	NIL0252	
EL14_CMN_0345	E0643253	
EL14_CMN_0346	NIL0253	
EL14_CMN_0347	NIL0254	
EL14_CMN_0348	NIL0255	
EL14_CMN_0349	NIL0256	
EL14_CMN_0350	NIL0257	
EL14_CMN_0351	NIL0258	
EL14_CMN_0352	NIL0259	
EL14_CMN_0353	NIL0260	
EL14_CMN_0354	NIL0261	
EL14_CMN_0355	E0148774	
EL14_CMN_0356	NIL0262	
EL14_CMN_0357	E0585543	
EL14_CMN_0358	E0315956	
EL14_CMN_0359	NIL0263	
EL14_CMN_0360	NIL0264	
EL14_CMN_0361	NIL0265	
EL14_CMN_0362	NIL0266	
EL14_CMN_0363	NIL0267	
EL14_CMN_0364	NIL0268	
EL14_CMN_0365	NIL0269	
EL14_CMN_0366	NIL0270	
EL14_CMN_0367	NIL0271	
EL14_CMN_0368	NIL0272	
EL14_CMN_0369	E0354952	
EL14_CMN_0370	NIL0273	
EL14_CMN_0371	NIL0274	
EL14_CMN_0372	NIL0275	
EL14_CMN_0373	NIL0276	
EL14_CMN_0374	E0672714	
EL14_CMN_0375	NIL0277	
EL14_CMN_0376	E0739132	
EL14_CMN_0377	NIL0278	
EL14_CMN_0378	E0051416	
EL14_CMN_0379	NIL0279	
EL14_CMN_0380	NIL0280	
EL14_CMN_0381	NIL0281	
EL14_CMN_0382	NIL0282	
EL14_CMN_0383	NIL0283	
EL14_CMN_0384	NIL0284	
EL14_CMN_0385	NIL0285	
EL14_CMN_0386	E0779250	
EL14_CMN_0387	NIL0286	
EL14_CMN_0388	NIL0287	
EL14_CMN_0389	E0143563	
EL14_CMN_0390	NIL0288	
EL14_CMN_0391	NIL0289	
EL14_CMN_0392	NIL0290	
EL14_CMN_0393	NIL0291	
EL14_CMN_0394	NIL0292	
EL14_CMN_0395	NIL0293	
EL14_CMN_0396	NIL0294	
EL14_CMN_0397	NIL0295	
EL14_CMN_0398	NIL0296	
EL14_CMN_0399	NIL0297	
EL14_CMN_0400	NIL0298	
EL14_CMN_0401	NIL0299	
EL14_CMN_0402	NIL0300	
EL14_CMN_0403	NIL0301	
EL14_CMN_0404	NIL0302	
EL14_CMN_0405	NIL0303	
EL14_CMN_0406	NIL0304	
EL14_CMN_0407	NIL0305	
EL14_CMN_0408	NIL0306	
EL14_CMN_0409	NIL0307	
EL14_CMN_0410	E0487298	
EL14_CMN_0411	NIL0308	
EL14_CMN_0412	NIL0309	
EL14_CMN_0413	NIL0310	
EL14_CMN_0414	E0205605	
EL14_CMN_0415	E0741526	
EL14_CMN_0416	E0172970	
EL14_CMN_0417	NIL0311	
EL14_CMN_0418	E0686682	
EL14_CMN_0419	NIL0312	
EL14_CMN_0420	NIL0313	
EL14_CMN_0421	E0779250	
EL14_CMN_0422	NIL0314	
EL14_CMN_0423	NIL0315	
EL14_CMN_0424	E0608291	
EL14_CMN_0425	NIL0316	
EL14_CMN_0426	NIL0317	
EL14_CMN_0427	E0389578	
EL14_CMN_0428	NIL0318	
EL14_CMN_0429	NIL0319	
EL14_CMN_0430	NIL0320	
EL14_CMN_0431	E0229614	
EL14_CMN_0432	NIL0321	
EL14_CMN_0433	NIL0322	
EL14_CMN_0434	NIL0323	
EL14_CMN_0435	NIL0324	
EL14_CMN_0436	NIL0325	
EL14_CMN_0437	NIL0326	
EL14_CMN_0438	NIL0327	
EL14_CMN_0439	NIL0328	
EL14_CMN_0440	E0562750	
EL14_CMN_0441	NIL0329	
EL14_CMN_0442	E0128070	
EL14_CMN_0443	NIL0330	
EL14_CMN_0444	NIL0331	
EL14_CMN_0445	NIL0332	
EL14_CMN_0446	NIL0333	
EL14_CMN_0447	NIL0334	
EL14_CMN_0448	E0312888	
EL14_CMN_0449	NIL0335	
EL14_CMN_0450	NIL0336	
EL14_CMN_0451	NIL0337	
EL14_CMN_0452	NIL0338	
EL14_CMN_0453	NIL0339	
EL14_CMN_0454	NIL0340	
EL14_CMN_0455	NIL0341	
EL14_CMN_0456	NIL0342	
EL14_CMN_0457	NIL0343	
EL14_CMN_0458	E0345645	
EL14_CMN_0459	NIL0344	
EL14_CMN_0460	NIL0345	
EL14_CMN_0461	NIL0346	
EL14_CMN_0462	NIL0347	
EL14_CMN_0463	NIL0348	
EL14_CMN_0464	NIL0349	
EL14_CMN_0465	NIL0350	
EL14_CMN_0466	NIL0351	
EL14_CMN_0467	NIL0352	
EL14_CMN_0468	NIL0353	
EL14_CMN_0469	NIL0354	
EL14_CMN_0470	NIL0355	
EL14_CMN_0471	NIL0356	
EL14_CMN_0472	NIL0357	
EL14_CMN_0473	NIL0358	
EL14_CMN_0474	NIL0359	
EL14_CMN_0475	NIL0360	
EL14_CMN_0476	E0538070	
EL14_CMN_0477	NIL0361	
EL14_CMN_0478	E0185864	
EL14_CMN_0479	NIL0362	
EL14_CMN_0480	NIL0363	
EL14_CMN_0481	NIL0364	
EL14_CMN_0482	E0776464	
EL14_CMN_0483	NIL0365	
EL14_CMN_0484	NIL0366	
EL14_CMN_0485	NIL0367	
EL14_CMN_0486	NIL0368	
EL14_CMN_0487	NIL0369	
EL14_CMN_0488	E0640221	
EL14_CMN_0489	NIL0370	
EL14_CMN_0490	E0338490	
EL14_CMN_0491	NIL0371	
EL14_CMN_0492	NIL0372	
EL14_CMN_0493	NIL0373	
EL14_CMN_0494	E0278626	
EL14_CMN_0495	NIL0374	
EL14_CMN_0496	NIL0375	
EL14_CMN_0497	NIL0376	
EL14_CMN_0498	NIL0377	
EL14_CMN_0499	NIL0378	
EL14_CMN_0500	NIL0379	
EL14_CMN_0501	NIL0380	
EL14_CMN_0502	NIL0381	
EL14_CMN_0503	NIL0382	
EL14_CMN_0504	NIL0383	
EL14_CMN_0505	E0277375	
EL14_CMN_0506	NIL0384	
EL14_CMN_0507	NIL0385	
EL14_CMN_0508	NIL0386	
EL14_CMN_0509	NIL0387	
EL14_CMN_0510	NIL0388	
EL14_CMN_0511	E0669850	
EL14_CMN_0512	NIL0389	
EL14_CMN_0513	NIL0390	
EL14_CMN_0514	NIL0391	
EL14_CMN_0515	NIL0392	
EL14_CMN_0516	NIL0393	
EL14_CMN_0517	E0469045	
EL14_CMN_0518	NIL0394	
EL14_CMN_0519	NIL0395	
EL14_CMN_0520	E0346619	
EL14_CMN_0521	NIL0396	
EL14_CMN_0522	NIL0397	
EL14_CMN_0523	NIL0398	
EL14_CMN_0524	E0214355	
EL14_CMN_0525	NIL0399	
EL14_CMN_0526	NIL0400	
EL14_CMN_0527	NIL0401	
EL14_CMN_0528	NIL0402	
EL14_CMN_0529	NIL0403	
EL14_CMN_0530	NIL0404	
EL14_CMN_0531	NIL0405	
EL14_CMN_0532	E0166967	
EL14_CMN_0533	NIL0406	
EL14_CMN_0534	NIL0407	
EL14_CMN_0535	NIL0408	
EL14_CMN_0536	NIL0409	
EL14_CMN_0537	NIL0410	
EL14_CMN_0538	NIL0411	
EL14_CMN_0539	NIL0412	
EL14_CMN_0540	E0487361	
EL14_CMN_0541	E0476465	
EL14_CMN_0542	NIL0413	
EL14_CMN_0543	E0772844	
EL14_CMN_0544	E0115653	
EL14_CMN_0545	NIL0414	
EL14_CMN_0546	NIL0415	
EL14_CMN_0547	E0739132	
EL14_CMN_0548	NIL0416	
EL14_CMN_0549	NIL0417	
EL14_CMN_0550	E0787371	
EL14_CMN_0551	NIL0418	
EL14_CMN_0552	E0787371	
EL14_CMN_0553	NIL0419	
EL14_CMN_0554	NIL0420	
EL14_CMN_0555	NIL0421	
EL14_CMN_0556	NIL0422	
EL14_CMN_0557	NIL0423	
EL14_CMN_0558	NIL0424	
EL14_CMN_0559	NIL0425	
EL14_CMN_0560	NIL0426	
EL14_CMN_0561	NIL0427	
EL14_CMN_0562	NIL0428	
EL14_CMN_0563	E0494554	
EL14_CMN_0564	NIL0429	
EL14_CMN_0565	NIL0430	
EL14_CMN_0566	NIL0431	
EL14_CMN_0567	E0664546	
EL14_CMN_0568	NIL0432	
EL14_CMN_0569	E0691421	
EL14_CMN_0570	NIL0433	
EL14_CMN_0571	NIL0434	
EL14_CMN_0572	NIL0435	
EL14_CMN_0573	NIL0436	
EL14_CMN_0574	NIL0437	
EL14_CMN_0575	NIL0438	
EL14_CMN_0576	NIL0439	
EL14_CMN_0577	NIL0440	
EL14_CMN_0578	NIL0441	
EL14_CMN_0579	E0656561	
EL14_CMN_0580	E0679687	
EL14_CMN_0581	NIL0442	
EL14_CMN_0582	E0031549	
EL14_CMN_0583	NIL0443	
EL14_CMN_0584	NIL0444	
EL14_CMN_0585	NIL0445	
EL14_CMN_0586	NIL0446	
EL14_CMN_0587	NIL0447	
EL14_CMN_0588	NIL0448	
EL14_CMN_0589	NIL0449	
EL14_CMN_0590	NIL0450	
EL14_CMN_0591	NIL0451	
EL14_CMN_0592	NIL0452	
EL14_CMN_0593	NIL0453	
EL14_CMN_0594	E0009086	
EL14_CMN_0595	E0229614	
EL14_CMN_0596	NIL0454	
EL14_CMN_0597	E0491159	
EL14_CMN_0598	NIL0455	
EL14_CMN_0599	NIL0456	
EL14_CMN_0600	NIL0457	
EL14_CMN_0601	NIL0458	
EL14_CMN_0602	E0550403	
EL14_CMN_0603	E0081133	
EL14_CMN_0604	NIL0459	
EL14_CMN_0605	NIL0460	
EL14_CMN_0606	NIL0461	
EL14_CMN_0607	NIL0462	
EL14_CMN_0608	E0664546	
EL14_CMN_0609	E0284193	
EL14_CMN_0610	NIL0463	
EL14_CMN_0611	NIL0464	
EL14_CMN_0612	NIL0465	
EL14_CMN_0613	NIL0466	
EL14_CMN_0614	NIL0467	
EL14_CMN_0615	NIL0468	
EL14_CMN_0616	NIL0469	
EL14_CMN_0617	NIL0470	
EL14_CMN_0618	NIL0471	
EL14_CMN_0619	NIL0472	
EL14_CMN_0620	NIL0473	
EL14_CMN_0621	NIL0474	
EL14_CMN_0622	E0126705	
EL14_CMN_0623	NIL0475	
EL14_CMN_0624	E0542973	
EL14_CMN_0625	NIL0476	
EL14_CMN_0626	NIL0477	
EL14_CMN_0627	NIL0478	
EL14_CMN_0628	NIL0479	
EL14_CMN_0629	E0360484	
EL14_CMN_0630	NIL0480	
EL14_CMN_0631	NIL0481	
EL14_CMN_0632	NIL0482	
EL14_CMN_0633	NIL0483	
EL14_CMN_0634	NIL0484	
EL14_CMN_0635	NIL0485	
EL14_CMN_0636	NIL0486	
EL14_CMN_0637	NIL0487	
EL14_CMN_0638	E0128449	
EL14_CMN_0639	E0433041	
EL14_CMN_0640	E0587840	
EL14_CMN_0641	NIL0488	
EL14_CMN_0642	NIL0489	
EL14_CMN_0643	NIL0490	
EL14_CMN_0644	NIL0491	
EL14_CMN_0645	NIL0492	
EL14_CMN_0646	NIL0493	
EL14_CMN_0647	NIL0494	
EL14_CMN_0648	NIL0495	
EL14_CMN_0649	NIL0496	
EL14_CMN_0650	NIL0497	
EL14_CMN_0651	NIL0498	
EL14_CMN_0652	NIL0499	
EL14_CMN_0653	NIL0500	
EL14_CMN_0654	NIL0501	
EL14_CMN_0655	NIL0502	
EL14_CMN_0656	NIL0503	
EL14_CMN_0657	NIL0504	
EL14_CMN_0658	NIL0505	
EL14_CMN_0659	NIL0506	
EL14_CMN_0660	NIL0507	
EL14_CMN_0661	NIL0508	
EL14_CMN_0662	NIL0509	
EL14_CMN_0663	NIL0510	
EL14_CMN_0664	NIL0511	
EL14_CMN_0665	E0312210	
EL14_CMN_0666	NIL0512	
EL14_CMN_0667	NIL0513	
EL14_CMN_0668	E0018037	
EL14_CMN_0669	E0349508	
EL14_CMN_0670	NIL0514	
EL14_CMN_0671	NIL0515	
EL14_CMN_0672	NIL0516	
EL14_CMN_0673	E0564682	
EL14_CMN_0674	E0717250	
EL14_CMN_0675	NIL0517	
EL14_CMN_0676	NIL0518	
EL14_CMN_0677	NIL0519	
EL14_CMN_0678	NIL0520	
EL14_CMN_0679	NIL0521	
EL14_CMN_0680	NIL0522	
EL14_CMN_0681	NIL0523	
EL14_CMN_0682	NIL0524	
EL14_CMN_0683	NIL0525	
EL14_CMN_0684	NIL0526	
EL14_CMN_0685	E0273299	
EL14_CMN_0686	NIL0527	
EL14_CMN_0687	E0626338	
EL14_CMN_0688	E0658902	
EL14_CMN_0689	NIL0528	
EL14_CMN_0690	NIL0529	
EL14_CMN_0691	E0018102	
EL14_CMN_0692	NIL0530	
EL14_CMN_0693	NIL0531	
EL14_CMN_0694	NIL0532	
EL14_CMN_0695	NIL0533	
EL14_CMN_0696	NIL0534	
EL14_CMN_0697	NIL0535	
EL14_CMN_0698	NIL0536	
EL14_CMN_0699	NIL0537	
EL14_CMN_0700	E0225564	
EL14_CMN_0701	NIL0538	
EL14_CMN_0702	E0754615	
EL14_CMN_0703	E0352509	
EL14_CMN_0704	NIL0539	
EL14_CMN_0705	E0092444	
EL14_CMN_0706	E0100324	
EL14_CMN_0707	NIL0540	
EL14_CMN_0708	E0109446	
EL14_CMN_0709	NIL0541	
EL14_CMN_0710	NIL0542	
EL14_CMN_0711	NIL0543	
EL14_CMN_0712	E0795729	
EL14_CMN_0713	NIL0544	
EL14_CMN_0714	NIL0545	
EL14_CMN_0715	NIL0546	
EL14_CMN_0716	E0484373	
EL14_CMN_0717	NIL0547	
EL14_CMN_0718	NIL0548	
EL14_CMN_0719	NIL0549	
EL14_CMN_0720	NIL0550	
EL14_CMN_0721	NIL0551	
EL14_CMN_0722	NIL0552	
EL14_CMN_0723	E0212527	
EL14_CMN_0724	NIL0553	
EL14_CMN_0725	NIL0554	
EL14_CMN_0726	NIL0555	
EL14_CMN_0727	NIL0556	
EL14_CMN_0728	NIL0557	
EL14_CMN_0729	NIL0558	
EL14_CMN_0730	NIL0559	
EL14_CMN_0731	NIL0560	
EL14_CMN_0732	NIL0561	
EL14_CMN_0733	E0307834	
EL14_CMN_0734	NIL0562	
EL14_CMN_0735	E0673520	
EL14_CMN_0736	E0476465	
EL14_CMN_0737	E0540691	
EL14_CMN_0738	NIL0563	
EL14_CMN_0739	NIL0564	
EL14_CMN_0740	NIL0565	
EL14_CMN_0741	NIL0566	
EL14_CMN_0742	NIL0567	
EL14_CMN_0743	NIL0568	
EL14_CMN_0744	E0294518	
EL14_CMN_0745	NIL0569	
EL14_CMN_0746	NIL0570	
EL14_CMN_0747	NIL0571	
EL14_CMN_0748	NIL0572	
EL14_CMN_0749	NIL0573	
EL14_CMN_0750	NIL0574	
EL14_CMN_0751	NIL0575	
EL14_CMN_0752	NIL0576	
EL14_CMN_0753	NIL0577	
EL14_CMN_0754	NIL0578	
EL14_CMN_0755	E0202467	
EL14_CMN_0756	E0793445	
EL14_CMN_0757	NIL0579	
EL14_CMN_0758	NIL0580	
EL14_CMN_0759	NIL0581	
EL14_CMN_0760	NIL0582	
EL14_CMN_0761	NIL0583	
EL14_CMN_0762	NIL0584	
EL14_CMN_0763	E0018102	
EL14_CMN_0764	NIL0585	
EL14_CMN_0765	E0036855	
EL14_CMN_0766	E0754615	
EL14_CMN_0767	NIL0586	
EL14_CMN_0768	NIL0587	
EL14_CMN_0769	NIL0588	
EL14_CMN_0770	E0489454	
EL14_CMN_0771	NIL0589	
EL14_CMN_0772	E0389578	
EL14_CMN_0773	E0400474	
EL14_CMN_0774	E0233994	
EL14_CMN_0775	E0073283	
EL14_CMN_0776	NIL0590	
EL14_CMN_0777	NIL0591	
EL14_CMN_0778	E0338545	
EL14_CMN_0779	NIL0592	
EL14_CMN_0780	E0248013	
EL14_CMN_0781	NIL0593	
EL14_CMN_0782	NIL0594	
EL14_CMN_0783	NIL0595	
EL14_CMN_0784	E0717250	
EL14_CMN_0785	NIL0596	
EL14_CMN_0786	NIL0597	
